timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1777593310471,77,02 - GET /restaurants (search),200,OK,Virtual Users [500 threads] 1-27,text,true,,790,311,5,5,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/restaurants?q=pizza&limit=12&sort=rating,77,0,0
1777593310502,80,03 - POST /restaurants/20/reviews,401,Unauthorized,Virtual Users [500 threads] 1-26,text,false,"Review submission returned unexpected status (401 = bad token, 5xx = server error)",255,447,6,6,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/restaurants/20/reviews,80,0,0
1777593310445,149,01 - POST /auth/user/login,503,Service Temporarily Unavailable,Virtual Users [500 threads] 1-29,text,false,Login failed — check credentials in users.csv,337,363,5,5,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/auth/user/login,149,0,71
1777593310531,82,02 - GET /restaurants (search),200,OK,Virtual Users [500 threads] 1-28,text,true,,790,311,5,5,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/restaurants?q=pizza&limit=12&sort=rating,82,0,0
1777593310549,74,03 - POST /restaurants/20/reviews,401,Unauthorized,Virtual Users [500 threads] 1-27,text,false,"Review submission returned unexpected status (401 = bad token, 5xx = server error)",255,447,6,6,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/restaurants/20/reviews,74,0,0
1777593310507,145,01 - POST /auth/user/login,503,Service Temporarily Unavailable,Virtual Users [500 threads] 1-30,text,false,Login failed — check credentials in users.csv,337,363,5,5,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/auth/user/login,145,0,74
1777593310595,91,02 - GET /restaurants (search),200,OK,Virtual Users [500 threads] 1-29,text,true,,790,311,6,6,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/restaurants?q=pizza&limit=12&sort=rating,91,0,0
1777593310614,76,03 - POST /restaurants/20/reviews,401,Unauthorized,Virtual Users [500 threads] 1-28,text,false,"Review submission returned unexpected status (401 = bad token, 5xx = server error)",255,447,6,6,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/restaurants/20/reviews,75,0,0
1777593310562,144,01 - POST /auth/user/login,503,Service Temporarily Unavailable,Virtual Users [500 threads] 1-31,text,false,Login failed — check credentials in users.csv,337,363,5,5,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/auth/user/login,144,0,73
1777593310655,77,02 - GET /restaurants (search),200,OK,Virtual Users [500 threads] 1-30,text,true,,790,311,5,5,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/restaurants?q=pizza&limit=12&sort=rating,77,0,0
1777593310687,80,03 - POST /restaurants/20/reviews,401,Unauthorized,Virtual Users [500 threads] 1-29,text,false,"Review submission returned unexpected status (401 = bad token, 5xx = server error)",255,447,6,6,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/restaurants/20/reviews,80,0,0
1777593310621,146,01 - POST /auth/user/login,503,Service Temporarily Unavailable,Virtual Users [500 threads] 1-32,text,false,Login failed — check credentials in users.csv,337,363,6,6,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/auth/user/login,146,0,72
1777593310708,80,02 - GET /restaurants (search),200,OK,Virtual Users [500 threads] 1-31,text,true,,790,311,5,5,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/restaurants?q=pizza&limit=12&sort=rating,80,0,0
1777593310733,73,03 - POST /restaurants/20/reviews,401,Unauthorized,Virtual Users [500 threads] 1-30,text,false,"Review submission returned unexpected status (401 = bad token, 5xx = server error)",255,447,6,6,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/restaurants/20/reviews,73,0,0
1777593310686,143,01 - POST /auth/user/login,503,Service Temporarily Unavailable,Virtual Users [500 threads] 1-33,text,false,Login failed — check credentials in users.csv,337,363,5,5,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/auth/user/login,143,0,72
1777593310768,77,02 - GET /restaurants (search),200,OK,Virtual Users [500 threads] 1-32,text,true,,790,311,5,5,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/restaurants?q=pizza&limit=12&sort=rating,77,0,0
